sentence_A,sentence_B,relatedness_score
A man is using a knife to open a box,A man is playing a guitar,0.85
There is no man opening a box with a knife,A man is playing a guitar,0.9
A man is playing a guitar,A man is opening a box with a knife,0.9
Some instruments are being played by a band,A band is playing some instruments,-1.0
A band is not playing some instruments,A band is playing some instruments,-0.3999999999999999
A man is playing an electronic keyboard,An electronic keyboard is being played by a man,-0.9500000000000002
A man is playing an electronic keyboard,There is no man playing an electronic keyboard,0.0
A band is playing some instruments,An electronic keyboard is being played by a man,-0.050000000000000044
A band is playing some instruments,There is no man playing an electronic keyboard,0.25
Some instruments are being played by a band,A man is playing an electronic keyboard,0.0
A band is not playing some instruments,A man is playing an electronic keyboard,-0.19999999999999996
A band is playing some instruments,A man is playing an electronic keyboard,-0.3500000000000001
A man is not dancing,A man is dancing,-0.3999999999999999
A woman is exercising,A person is exercising,-0.7999999999999998
A woman is exercising,There is no woman exercising,-0.25
A person is exercising,A man is dancing,-0.1924999999999999
A man is dancing,There is no woman exercising,0.9
A person is dancing,A woman is exercising,0.0
A woman is exercising,A man is not dancing,0.9
A woman is exercising,A man is dancing,0.85
A woman is cutting potatoes,A woman is slicing potatoes,-0.9500000000000002
A woman is cutting potatoes,There is no woman cutting potatoes,-0.1499999999999999
Carrots are being sliced by a woman,A woman is slicing carrots,-1.0
A woman is not slicing carrots,A woman is slicing carrots,-0.7000000000000002
Carrots are being sliced by a woman,A woman is cutting potatoes,0.44999999999999996
A woman is not slicing carrots,A woman is cutting potatoes,-0.10000000000000009
A woman is slicing potatoes,A woman is slicing carrots,-0.10000000000000009
A woman is slicing carrots,There is no woman cutting potatoes,0.1499999999999999
A woman is cutting potatoes,A woman is slicing carrots,-0.30000000000000004
A man is mixing vegetables in a pot,Vegetables are being mixed in a pot by a man,-0.9500000000000002
There is no man mixing vegetables in a pot,A man is mixing vegetables in a pot,-0.3999999999999999
A person is stirring vegetables in a pot,A person is stirring vegetables in a bowl,-0.6499999999999999
A person is not stirring vegetables in a pot,A person is stirring vegetables in a pot,-0.3999999999999999
A person is stirring vegetables in a bowl,A man is mixing vegetables in a pot,-0.5
A person is not stirring vegetables in a pot,A man is mixing vegetables in a pot,-0.3500000000000001
Vegetables are being mixed in a pot by a man,A person is stirring vegetables in a pot,-0.6499999999999999
A person is stirring vegetables in a pot,There is no man mixing vegetables in a pot,-0.10000000000000009
A man is mixing vegetables in a pot,A person is stirring vegetables in a pot,-0.8500000000000001
A man is doing pull-ups,A man is doing exercises,-0.7000000000000002
A man is doing pull-ups,There is no man doing pull-ups,-0.6000000000000001
The man is doing exercises in a gym,The man is exercising,-0.7000000000000002
The man is not exercising,The man is exercising,-0.35749999999999993
A man is doing pull-ups,The man is doing exercises in a gym,-0.5
The man is not exercising,A man is doing pull-ups,0.125
The man is exercising,A man is doing exercises,-0.9500000000000002
The man is exercising,There is no man doing pull-ups,-0.25
A man is doing pull-ups,The man is exercising,-0.7999999999999998
A woman is being carried by a man,A man is carrying a woman,-0.9500000000000002
There is no man carrying a woman,A man is carrying a woman,-0.5499999999999998
A man is sharpening a knife,A man is sharpening a weapon,-0.7000000000000002
There is no man sharpening a knife,A man is sharpening a knife,0.10000000000000009
A man is sharpening a weapon,A man is carrying a woman,0.75
There is no man sharpening a knife,A man is carrying a woman,0.9
A woman is being carried by a man,A man is sharpening a knife,1.0
A man is sharpening a knife,There is no man carrying a woman,0.85
A man is sharpening a knife,A man is carrying a woman,0.9
A baby is toddling happily,A baby is crawling happily,-0.44999999999999996
A baby is not crawling happily,A baby is crawling happily,-0.7000000000000002
A cat is walking on the parquet,A cat is walking on a hardwood floor,-0.44999999999999996
A cat is walking on a hardwood floor,There is no cat walking on a hardwood floor,-0.3999999999999999
A baby is crawling happily,A cat is walking on the parquet,1.0
There is no cat walking on a hardwood floor,A baby is crawling happily,1.0
A cat is walking on a hardwood floor,A baby is toddling happily,0.9
A baby is not crawling happily,A cat is walking on a hardwood floor,0.95
A baby is crawling happily,A cat is walking on a hardwood floor,0.95
A guitar is being played by a man,A man is playing a guitar,-0.8999999999999999
A man is singing and playing a guitar,A man is singing and playing a musical instrument,-0.75
A man is singing and playing a guitar,There is no man singing and playing a guitar,-0.10000000000000009
A man is singing and playing a musical instrument,A man is playing a guitar,-0.6000000000000001
A man is playing a guitar,There is no man singing and playing a guitar,-0.5
There is no man playing a guitar,A man is singing and playing a guitar,-0.5499999999999998
A person is cutting garlic into pieces with a knife,A person is slicing garlic into pieces with a knife,-0.9075000000000002
A person is not cutting garlic into pieces with a knife,A person is cutting garlic into pieces with a knife,-0.1499999999999999
Someone is putting ingredients into a wok,Someone is putting ingredients into a pan,-0.75
Someone is putting ingredients into a wok,Someone is not putting ingredients into a wok,-0.19999999999999996
Someone is putting ingredients into a pan,A person is cutting garlic into pieces with a knife,-0.050000000000000044
A person is cutting garlic into pieces with a knife,Someone is not putting ingredients into a wok,0.55
A person is slicing garlic into pieces with a knife,Someone is putting ingredients into a wok,0.10000000000000009
A person is not cutting garlic into pieces with a knife,Someone is putting ingredients into a wok,0.55
A person is cutting garlic into pieces with a knife,Someone is putting ingredients into a wok,0.65
An officer is talking to the recruits,An officer is talking to the soldiers,-0.6000000000000001
An officer is talking to the recruits,An officer is listening to the recruits,-0.10000000000000009
Recruits are talking to an officer,An officer is talking to the recruits,-0.3500000000000001
The military officer is shouting at the recruits,The military officer is barking at the recruits,-0.8999999999999999
The military officer is barking at the recruits,The military officer is not barking at the recruits,-0.050000000000000044
The military officer is barking at the recruits,The recruits are barking at the military officer,-0.1499999999999999
The military officer is shouting at the recruits,An officer is talking to the recruits,-0.6000000000000001
An officer is talking to the recruits,The military officer is not barking at the recruits,-0.5
An officer is talking to the recruits,The recruits are barking at the military officer,0.05750000000000011
The military officer is barking at the recruits,An officer is talking to the soldiers,-0.5499999999999998
The military officer is barking at the recruits,An officer is listening to the recruits,-0.1499999999999999
Recruits are talking to an officer,The military officer is barking at the recruits,-0.3999999999999999
The military officer is barking at the recruits,An officer is talking to the recruits,-0.6924999999999999
A small tree is being eaten by a baby elephant,A baby elephant is eating a small tree,-0.8500000000000001
A baby elephant is not eating a small tree,A baby elephant is eating a small tree,-0.30000000000000004
A little girl is selling a scooter,A little girl is peddling a scooter,-0.3999999999999999
There is no little girl peddling a scooter,A little girl is peddling a scooter,-0.5
A baby elephant is eating a small tree,A little girl is selling a scooter,1.0
A baby elephant is eating a small tree,There is no little girl peddling a scooter,1.0
A little girl is peddling a scooter,A small tree is being eaten by a baby elephant,1.0
A baby elephant is not eating a small tree,A little girl is peddling a scooter,1.0
A little girl is peddling a scooter,A baby elephant is eating a small tree,1.0
